link,FullName,information,ubication
https://www.linkedin.com/in/isaiasfuenzalida/,Isaias Fuenzalida Muñoz,Ingeniero en Automatización con experiencia en sanitarias,"Padre Hurtado, Región Metropolitana de Santiago, Chile"
