link,FullName,information,ubication
https://www.linkedin.com/in/catarinasantosbotelho/,Catarina Santos Botelho,"Constitutional Law Professor at Universidade Católica Portuguesa, Faculty of Law, Portugal","Oporto, Oporto, Portugal"
